City_ID,City,Country,Max Temp,Weather Description,Lat,Lng,Hotel Name
650,La Ronge,CA,64.65,broken clouds,55.1001,-105.2842,Northland Motor Hotel
651,Fort Nelson,CA,69.39,thunderstorm with light rain,58.8053,-122.7002,The Fort Nelson Hotel
652,Westport,US,76.01,scattered clouds,41.1415,-73.3579,The Westport Inn
656,Almaznyy,RU,65.97,clear sky,48.0448,40.045,The Westport Inn
657,Wainwright,CA,62.4,overcast clouds,52.839,-110.8572,Ramada by Wyndham Wainwright
658,Uige,AO,60.55,scattered clouds,-7.6087,15.0613,Hotel Catraio
659,Roebourne,AU,68.45,clear sky,-20.7833,117.1333,Latitude20 Roebourne Village
660,Simao,CN,66.6,overcast clouds,22.7886,100.9748,Changyu Hotel
663,Yining,CN,76.17,broken clouds,29.0361,114.5636,Xiushui Hotel
665,Tezu,IN,74.1,overcast clouds,27.9167,96.1667,Circuit House
668,Tevriz,RU,61.68,light rain,57.509,72.4042,Postoyalyy Dvor
669,Carbonia,IT,73.0,clear sky,39.1672,8.5222,Lu 'Hotel
670,Beira,MZ,71.69,few clouds,-19.8436,34.8389,Beira Terrace Hotel
671,Owando,CG,69.96,light rain,-0.4819,15.8999,Exaunel Hotel Owando
674,Cukai,MY,75.15,overcast clouds,4.25,103.4167,OYO 90038 Dalyla Inn Chalet
677,Shu,KZ,62.67,broken clouds,43.5983,73.7614,Shyngyzkhan
